Expediente_INVIMA,principio_activo,concentracion,unidad_base,unidad_de_dispensacion,nombre_comercial,fabricante,medicamento,canal,precio_por_tableta,factoresprecio,numerofactor
20037936,Ezetimibe + Rosuvastatina,Ezetimibe 10 mg + Rosuvastatina 10 mg,mg,Tableta o cápsula,Rosuvax,Scandinavia Pharma,Rosuvax (Scandinavia Pharma) Tableta o cápsula | Tableta | Contiene: Ezetimibe 10 mg + Rosuvastatina 10 mg,Comercial,"$   5,402.00",Bajo,1
20043342,Ezetimibe + Rosuvastatina,Ezetimibe 10 mg + Rosuvastatina 10 mg,mg,Tableta o cápsula,Rosuvina,Legrand,Rosuvina (Legrand) Tableta o cápsula | Tableta | Contiene: Ezetimibe 10 mg + Rosuvastatina 10 mg,Comercial,"$   7,069.00",Medio,2
20016078,Ezetimibe + Rosuvastatina,Ezetimibe 10 mg + Rosuvastatina 10 mg,mg,Tableta o cápsula,Cardiomax,Lafrancol,Cardiomax (Lafrancol) Tableta o cápsula | Tableta | Contiene: Ezetimibe 10 mg + Rosuvastatina 10 mg,Comercial,"$   8,511.00",Alto,3
20109669,Famotidina,Famotidina 10 mg,mg,Tableta o cápsula,Phamotin,Humax,Phamotin (Humax) Tableta o cápsula | Tableta | Contiene: Famotidina 10 mg,Comercial,$   623.00,Bajo,1
19992623,Famotidina,Famotidina 10 mg,mg,Tableta o cápsula,Gastrum,Lafrancol,Gastrum (Lafrancol) Tableta o cápsula | Tableta | Contiene: Famotidina 10 mg,Comercial,"$   4,877.00",Medio,2
19959810,Famotidina,Famotidina 10 mg,mg,Tableta o cápsula,Gastrum,Lafrancol,Gastrum (Lafrancol) Tableta o cápsula | Tableta | Contiene: Famotidina 10 mg,Comercial,"$   23,364.00",Alto,3
20088755,Febuxostat,Febuxostat 80 mg,mg,Tableta o cápsula,Urexil,Bussié,Urexil (Bussié) Tableta o cápsula | Tableta | Contiene: Febuxostat 80 mg,Comercial,"$   2,530.00",Bajo,1
20087521,Febuxostat,Febuxostat 80 mg,mg,Tableta o cápsula,Fenox,Lafrancol,Fenox (Lafrancol) Tableta o cápsula | Tableta | Contiene: Febuxostat 80 mg,Comercial,"$   2,833.00",Medio,2
20053123,Febuxostat,Febuxostat 80 mg,mg,Tableta o cápsula,Goutex,Procaps,Goutex (Procaps) Tableta o cápsula | Capsula | Contiene: Febuxostat 80 mg,Comercial,"$   5,867.00",Alto,3
19979716,Fenazona + Benzocaina,Fenazona 3 g + Benzocaina 2.5 g,g,Solución o suspensión bucal,Motas,Laboratorios Leon,Motas (Laboratorios Leon) Solución o suspensión bucal | Frasco de 8 ml | Cada 8 ml contiene: Fenazona 3 g + Benzocaina 2.5 g,Comercial,$   242.00,Bajo,1
20032893,Fenazona + Benzocaina,Fenazona 3 g + Benzocaina 2.5 g,g,Solución o suspensión bucal,Calzas,Pelgor,Calzas (Pelgor) Solución o suspensión bucal | Frasco de 8 ml | Cada 100 ml contiene: Fenazona 3 g + Benzocaina 2.5 g,Comercial,"$   3,903.00",Medio,2
20057738,Fenazona + Benzocaina,Fenazona 3 g + Benzocaina 2.5 g,g,Solución o suspensión bucal,Dolpack,Big Medical,Dolpack (Big Medical ) Solución o suspensión bucal | Frasco de 8 ml | Cada 100 ml contiene: Fenazona 3 g + Benzocaina 2.5 g,Comercial,"$   4,159.00",Alto,3
19997234,Fenilefrina + Prednisolona,Fenilefrina 1.2 mg + Prednisolona 10 mg,mg,Solución o suspensión oftálmica,Dietysolone,Bass,Dietysolone (Bass) Solución o suspensión oftálmica | Tubo de 5 ml | Cada 1 ml contiene: Fenilefrina 1.2 mg + Prednisolona 10 mg,Comercial,"$   3,719.00",Bajo,1
19936154,Fenilefrina + Prednisolona,Fenilefrina 1.2 mg + Prednisolona 10 mg,mg,Solución o suspensión oftálmica,Prefox-T,Especialidades Oftmalmologicas,Prefox-T (Especialidades Oftmalmologicas) Solución o suspensión oftálmica | Tubo de 5 ml | Cada 1 ml contiene: Fenilefrina 1.2 mg + Prednisolona 10 mg,Comercial,"$   45,800.00",Medio,2
19984620,Fenilefrina + Prednisolona,Fenilefrina 1.2 mg + Prednisolona 10 mg,mg,Solución o suspensión oftálmica,Cortioftal,Tecnoquimicas,Cortioftal (Tecnoquimicas) Solución o suspensión oftálmica | Tubo de 5 ml | Cada 1 ml contiene: Fenilefrina 1.2 mg + Prednisolona 10 mg,Comercial,"$   48,334.00",Alto,3
20097693,Fenitoina,Fenitoina 100 mg,mg,Tableta o cápsula,Fenitoina,Mk,Fenitoina (Mk) Tableta o cápsula | Capsula | Contiene: Fenitoina 100 mg,Comercial,$   224.00,Bajo,1
30051,Fenitoina,Fenitoina 100 mg,mg,Tableta o cápsula,Epamin,Pfizer,Epamin (Pfizer) Tableta o cápsula | Capsula | Contiene: Fenitoina 100 mg,Comercial,$   380.00,Medio,2
20043387,Fenitoina,Fenitoina 100 mg,mg,Tableta o cápsula,Fennyn,Quirupos,Fennyn (Quirupos) Tableta o cápsula | Tableta | Contiene: Fenitoina 100 mg,Comercial,$   624.00,Alto,3
214314,Filgrastim,Filgrastim 300 mcg,mcg,Solución o suspensión inyectable,Biofigran,Biosidus,Biofigran (Biosidus) Solución o suspensión inyectable | Ampolla de 1 ml | Cada 1 ml contiene: Filgrastim 300 mcg,Comercial,"$   39,326.00",Bajo,1
20002046,Filgrastim,Filgrastim 300 mcg,mcg,Solución o suspensión inyectable,Filgrastim,Scandinavia Pharma,Filgrastim (Scandinavia Pharma) Solución o suspensión inyectable | Ampolla de 1 ml | Cada 1 ml contiene: Filgrastim 300 mcg,Comercial,"$   41,600.00",Medio,2
46041,Filgrastim,Filgrastim 300 mcg,mcg,Solución o suspensión inyectable,Neupogen,Amgen,Neupogen (Amgen) Solución o suspensión inyectable | Ampolla de 1 ml | Cada 1 ml contiene: Filgrastim 300 mcg,Comercial,"$   118,401.00",Alto,3
20062982,Finasterida,Finasterida 5 mg,mg,Tableta o cápsula,Opptest,Hb Human Bioscience,Opptest (Hb Human Bioscience) Tableta o cápsula | Tableta | Contiene: Finasterida 5 mg,Comercial,"$   5,300.00",Bajo,1
19970940,Finasterida,Finasterida 5 mg,mg,Tableta o cápsula,Finasteride5Mg,Tecnoquimicas,Finasteride5Mg (Tecnoquimicas) Tableta o cápsula | Tableta | Contiene: Finasterida 5 mg,Comercial,"$   7,886.00",Medio,2
42695,Finasterida,Finasterida 5 mg,mg,Tableta o cápsula,Finaspros,Merck Sharp Dome,Finaspros (Merck Sharp Dome) Tableta o cápsula | Tableta | Contiene: Finasterida 5 mg,Comercial,"$   17,826.00",Alto,3
20115126,Fingolimod,Fingolimod 0.5 mg,mg,Tableta o cápsula,Lebrina,Asofarma,Lebrina (Asofarma) Tableta o cápsula | Capsula | Contiene: Fingolimod 0.5 mg,Comercial,"$   7,075.00",Bajo,1
20132491,Fingolimod,Fingolimod 0.5 mg,mg,Tableta o cápsula,Singomod,Msn Laboratories Private,Singomod (Msn Laboratories Private) Tableta o cápsula | Capsula | Contiene: Fingolimod 0.5 mg,Comercial,"$   147,059.00",Medio,2
20032912,Fingolimod,Fingolimod 0.5 mg,mg,Tableta o cápsula,Gilenya,Novartis,Gilenya (Novartis) Tableta o cápsula | Capsula | Contiene: Fingolimod 0.5 mg,Comercial,"$   184,950.00",Alto,3
59338,Fluconazol,Fluconazol 1000 mg,mg,Polvo para reconstituir a Solución o suspensión oral,Fuzolpauly,Pauly,Fuzolpauly (Pauly) Polvo para reconstituir a Solución o suspensión oral | Frasco de 20 ml | Cada 100 ml contiene: Fluconazol 1000 mg,Comercial,"$   13,352.00",Bajo,1
20108172,Fluconazol,Fluconazol 1000 mg,mg,Polvo para reconstituir a Solución o suspensión oral,Fluconazol,Saluspharma,Fluconazol (Saluspharma) Polvo para reconstituir a Solución o suspensión oral | Sobre de 16.67 ml | Contiene: Fluconazol 1000 mg,Comercial,"$   55,032.00",Medio,2
229410,Fluconazol,Fluconazol 1000 mg,mg,Polvo para reconstituir a Solución o suspensión oral,Baten,Bussié,Baten (Bussié) Polvo para reconstituir a Solución o suspensión oral | Frasco de 20 ml | Cada 100 ml contiene: Fluconazol 1000 mg,Comercial,"$   71,562.00",Alto,3
19905209,Fluorouracilo,Fluorouracilo 50 mg,mg,Solución o suspensión inyectable,Fluorouracilo,Korea United Pharm,Fluorouracilo (Korea United Pharm) Solución o suspensión inyectable | Ampolla de 10 ml | Cada 1 ml contiene: Fluorouracilo 50 mg,Comercial,$   980.00,Bajo,1
20053621,Fluorouracilo,Fluorouracilo 50 mg,mg,Solución o suspensión inyectable,Fluorouracilo,Ropsohn,Fluorouracilo (Ropsohn) Solución o suspensión inyectable | Ampolla de 10 ml | Cada 1 ml contiene: Fluorouracilo 50 mg,Comercial,"$   5,200.00",Medio,2
20133414,Fluorouracilo,Fluorouracilo 50 mg,mg,Solución o suspensión inyectable,Megafive,Al Pharma,Megafive (Al Pharma) Solución o suspensión inyectable | Ampolla de 20 ml | Cada 1 ml contiene: Fluorouracilo 50 mg,Comercial,"$   11,600.00",Alto,3
19997602,Fluoxetina,Fluoxetina 0.4 g,g,Jarabe,Ansidep,Saluspharma,Ansidep (Saluspharma) Jarabe | Frasco de 70 ml | Cada 100 ml contiene: Fluoxetina 0.4 g,Comercial,"$   3,500.00",Bajo,1
19954105,Fluoxetina,Fluoxetina 0.4 g,g,Jarabe,Fluoxetina,Laboratorios Richmond,Fluoxetina (Laboratorios Richmond) Jarabe | Frasco de 70 ml | Cada 100 ml contiene: Fluoxetina 0.4 g,Comercial,"$   11,236.00",Medio,2
20091059,Fluoxetina,Fluoxetina 0.4 g,g,Jarabe,Pragmaten,Novamed,Pragmaten (Novamed) Jarabe | Frasco de 70 ml | Cada 100 ml contiene: Fluoxetina 0.4 g,Comercial,"$   75,657.00",Alto,3
20142890,Fosaprepitant,Fosaprepitant 150 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Fosemred,Dr Reddys,Fosemred (Dr Reddys) Polvo para reconstituir a Solución o suspensión inyectable | Vial | Contiene: Fosaprepitant 150 mg,Comercial,"$   180,000.00",Bajo,1
20106273,Fosaprepitant,Fosaprepitant 150 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Apritant,Msn Laboratories Private,Apritant (Msn Laboratories Private) Polvo para reconstituir a Solución o suspensión inyectable | Vial de 5 ml | Cada 5 ml contiene: Fosaprepitant 150 mg,Comercial,"$   192,857.00",Medio,2
20016452,Fosaprepitant,Fosaprepitant 150 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Emend,Merck Sharp Dome,Emend (Merck Sharp Dome) Polvo para reconstituir a Solución o suspensión inyectable | Vial de 10 ml | Cada 10 ml contiene: Fosaprepitant 150 mg,Comercial,"$   218,773.00",Alto,3
19983082,Ganciclovir,Ganciclovir 500 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Umecortil,Pisa,Umecortil (Pisa) Polvo para reconstituir a Solución o suspensión inyectable | Vial de 10 ml | Cada 10 ml contiene: Ganciclovir 500 mg,Comercial,"$   43,000.00",Bajo,1
20059263,Ganciclovir,Ganciclovir 500 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Ganciclovir,Vitalis,Ganciclovir (Vitalis) Polvo para reconstituir a Solución o suspensión inyectable | Vial | Contiene: Ganciclovir 500 mg,Comercial,"$   70,000.00",Medio,2
58875,Ganciclovir,Ganciclovir 500 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Cymevene,Cheplapharm,Cymevene (Cheplapharm) Polvo para reconstituir a Solución o suspensión inyectable | Vial de 10 ml | Cada 10 ml contiene: Ganciclovir 500 mg,Comercial,"$   155,282.00",Alto,3
19962855,Gemfibrozilo,Gemfibrozilo 900 mg,mg,Tableta o cápsula,Gemfibrozilo,Grufarma,Gemfibrozilo (Grufarma) Tableta o cápsula | Tableta | Contiene: Gemfibrozilo 900 mg,Comercial,$   358.00,Bajo,1
225194,Gemfibrozilo,Gemfibrozilo 900 mg,mg,Tableta o cápsula,Gemfibrozilo,Mk,Gemfibrozilo (Mk) Tableta o cápsula | Tableta | Contiene: Gemfibrozilo 900 mg,Comercial,"$   3,860.00",Medio,2
46490,Gemfibrozilo,Gemfibrozilo 900 mg,mg,Tableta o cápsula,Lopid,Pfizer,Lopid (Pfizer) Tableta o cápsula | Tableta | Contiene: Gemfibrozilo 900 mg,Comercial,"$   5,187.00",Alto,3
19946811,Gentamicina,Gentamicina 40 mg,mg,Solución o suspensión inyectable,Gentamicina,Vitalis,Gentamicina (Vitalis) Solución o suspensión inyectable | Ampolla de 1 ml | Cada 1 ml contiene: Gentamicina 40 mg,Comercial,"$   1,400.00",Bajo,1
208159,Gentamicina,Gentamicina 40 mg,mg,Solución o suspensión inyectable,Gentamicina,Vitalis,Gentamicina (Vitalis) Solución o suspensión inyectable | Ampolla de 2 ml | Cada 1 ml contiene: Gentamicina 40 mg,Comercial,"$   1,743.00",Medio,2
23874,Gentamicina,Gentamicina 40 mg,mg,Solución o suspensión inyectable,Gentamicina,Tecnoquimicas,Gentamicina (Tecnoquimicas) Solución o suspensión inyectable | Ampolla de 1 ml | Cada 1 ml contiene: Gentamicina 40 mg,Comercial,"$   4,255.00",Alto,3
19928088,Glimepirida,Glimepirida 2 mg,mg,Tableta o cápsula,Glimepirida,La Sante,Glimepirida (La Sante) Tableta o cápsula | Tableta | Contiene: Glimepirida 2 mg,Comercial,$   28.00,Bajo,1
19927153,Glimepirida,Glimepirida 2 mg,mg,Tableta o cápsula,Glimepirida,Tecnoquimicas,Glimepirida (Tecnoquimicas) Tableta o cápsula | Tableta | Contiene: Glimepirida 2 mg,Comercial,"$   3,358.00",Medio,2
213749,Glimepirida,Glimepirida 2 mg,mg,Tableta o cápsula,Amaryl,Sanofi Aventis,Amaryl (Sanofi Aventis) Tableta o cápsula | Tableta | Contiene: Glimepirida 2 mg,Comercial,"$   4,613.00",Alto,3
19929405,Glimepirida,Glimepirida 4 mg,mg,Tableta o cápsula,Glimepirida,La Sante,Glimepirida (La Sante) Tableta o cápsula | Tableta | Contiene: Glimepirida 4 mg,Comercial,$   235.00,Bajo,1
19915564,Glimepirida,Glimepirida 4 mg,mg,Tableta o cápsula,Glimepirida,Tecnoquimicas,Glimepirida (Tecnoquimicas) Tableta o cápsula | Tableta | Contiene: Glimepirida 4 mg,Comercial,"$   3,383.00",Medio,2
213751,Glimepirida,Glimepirida 4 mg,mg,Tableta o cápsula,Amaryl,Sanofi Aventis,Amaryl (Sanofi Aventis) Tableta o cápsula | Tableta | Contiene: Glimepirida 4 mg,Comercial,"$   7,728.00",Alto,3
19956275,Guaifenesina,Guaifenesina 2 g,g,Jarabe,Gripalgin,Comerfar,Gripalgin (Comerfar) Jarabe | Frasco de 120 ml | Cada 100 ml contiene: Guaifenesina 2 g,Comercial,"$   5,153.00",Bajo,1
20009162,Guaifenesina,Guaifenesina 2 g,g,Jarabe,Espectorax,Cosmetipharma,Espectorax (Cosmetipharma) Jarabe | Frasco de 120 ml | Cada 100 ml contiene: Guaifenesina 2 g,Comercial,"$   6,700.00",Medio,2
20053055,Guaifenesina,Guaifenesina 2 g,g,Jarabe,Robitussin,Glaxosmithkline,Robitussin (Glaxosmithkline) Jarabe | Frasco de 150 ml | Cada 100 ml contiene: Guaifenesina 2 g,Comercial,"$   13,720.00",Alto,3
19997350,Guaifenesina,Guaifenesina 2 g,g,Solución o suspensión oral,Guayacolato,Memphis,Guayacolato (Memphis) Solución o suspensión oral | Frasco de 120 ml | Cada 100 ml contiene: Guaifenesina 2 g,Comercial,"$   3,785.00",Bajo,1
36899,Guaifenesina,Guaifenesina 2 g,g,Solución o suspensión oral,Guayacolato,American Generics,Guayacolato (American Generics) Solución o suspensión oral | Frasco de 120 ml | Cada 100 ml contiene: Guaifenesina 2 g,Comercial,"$   7,666.00",Medio,2
19951047,Guaifenesina,Guaifenesina 2 g,g,Solución o suspensión oral,Gribongin,Farmacoop,Gribongin (Farmacoop) Solución o suspensión oral | Frasco de 120 ml | Cada 100 ml contiene: Guaifenesina 2 g,Comercial,"$   9,600.00",Alto,3
19940398,Haloperidol,Haloperidol 5 mg,mg,Tableta o cápsula,Haloperidol,Humax,Haloperidol (Humax) Tableta o cápsula | Tableta | Contiene: Haloperidol 5 mg,Comercial,$   266.00,Bajo,1
1984338,Haloperidol,Haloperidol 5 mg,mg,Tableta o cápsula,Haloperidol,Memphis,Haloperidol (Memphis) Tableta o cápsula | Tableta | Contiene: Haloperidol 5 mg,Comercial,$   529.00,Medio,2
20037652,Haloperidol,Haloperidol 5 mg,mg,Tableta o cápsula,Haloperidol,Actifarma,Haloperidol (Actifarma) Tableta o cápsula | Tableta | Contiene: Haloperidol 5 mg,Comercial,"$   2,580.00",Alto,3
20033870,Hidroclorotiazida + Losartan,Hidroclorotiazida 12.5 mg + Losartan 100 mg,mg,Tableta o cápsula,Losartan/Hidroclorotiazida,Tecnoquimicas,Losartan/Hidroclorotiazida (Tecnoquimicas) Tableta o cápsula | Tableta | Contiene: Hidroclorotiazida 12.5 mg + Losartan 100 mg,Comercial,"$   3,307.00",Bajo,1
19977867,Hidroclorotiazida + Losartan,Hidroclorotiazida 12.5 mg + Losartan 100 mg,mg,Tableta o cápsula,Satoren,Bussié,Satoren (Bussié) Tableta o cápsula | Tableta | Contiene: Hidroclorotiazida 12.5 mg + Losartan 100 mg,Comercial,"$   5,481.00",Medio,2
19964725,Hidroclorotiazida + Losartan,Hidroclorotiazida 12.5 mg + Losartan 100 mg,mg,Tableta o cápsula,Hyzaar,Merck Sharp Dome,Hyzaar (Merck Sharp Dome) Tableta o cápsula | Tableta | Contiene: Hidroclorotiazida 12.5 mg + Losartan 100 mg,Comercial,"$   12,345.00",Alto,3
20068396,Hidroclorotiazida + Olmesartan Medoxomil,Hidroclorotiazida 12.5 mg + Olmesartan Medoxomil 20 mg,mg,Tableta o cápsula,Olbertan,Matprifar,Olbertan (Matprifar) Tableta o cápsula | Tableta | Contiene: Hidroclorotiazida 12.5 mg + Olmesartan Medoxomil 20 mg,Comercial,"$   1,300.00",Bajo,1
20103707,Hidroclorotiazida + Olmesartan Medoxomil,Hidroclorotiazida 12.5 mg + Olmesartan Medoxomil 20 mg,mg,Tableta o cápsula,Olmedoxtan,Hetero,Olmedoxtan (Hetero) Tableta o cápsula | Tableta | Contiene: Hidroclorotiazida 12.5 mg + Olmesartan Medoxomil 20 mg,Comercial,"$   2,333.00",Medio,2
19954949,Hidroclorotiazida + Olmesartan Medoxomil,Hidroclorotiazida 12.5 mg + Olmesartan Medoxomil 20 mg,mg,Tableta o cápsula,Olmetec,Pfizer,Olmetec (Pfizer) Tableta o cápsula | Tableta | Contiene: Hidroclorotiazida 12.5 mg + Olmesartan Medoxomil 20 mg,Comercial,"$   4,695.00",Alto,3
20068395,Hidroclorotiazida + Olmesartan Medoxomil,Hidroclorotiazida 12.5 mg + Olmesartan Medoxomil 40 mg,mg,Tableta o cápsula,Olbertan,Matprifar,Olbertan (Matprifar) Tableta o cápsula | Tableta | Contiene: Hidroclorotiazida 12.5 mg + Olmesartan Medoxomil 40 mg,Comercial,"$   1,600.00",Bajo,1
20103712,Hidroclorotiazida + Olmesartan Medoxomil,Hidroclorotiazida 12.5 mg + Olmesartan Medoxomil 40 mg,mg,Tableta o cápsula,Olmedoxtan,Hetero,Olmedoxtan (Hetero) Tableta o cápsula | Tableta | Contiene: Hidroclorotiazida 12.5 mg + Olmesartan Medoxomil 40 mg,Comercial,"$   2,367.00",Medio,2
19954951,Hidroclorotiazida + Olmesartan Medoxomil,Hidroclorotiazida 12.5 mg + Olmesartan Medoxomil 40 mg,mg,Tableta o cápsula,Olmetec,Pfizer,Olmetec (Pfizer) Tableta o cápsula | Tableta | Contiene: Hidroclorotiazida 12.5 mg + Olmesartan Medoxomil 40 mg,Comercial,"$   5,248.00",Alto,3
20090437,Hidroclorotiazida + Irbesartan,Hidroclorotiazida 25 mg + Irbesartan 300 mg,mg,Tableta o cápsula,Irbesartan,Hetero,Irbesartan (Hetero) Tableta o cápsula | Tableta | Contiene: Hidroclorotiazida 25 mg + Irbesartan 300 mg,Comercial,$   495.00,Bajo,1
20010048,Hidroclorotiazida + Irbesartan,Hidroclorotiazida 25 mg + Irbesartan 300 mg,mg,Tableta o cápsula,Irbesartan,Tecnoquimicas,Irbesartan (Tecnoquimicas) Tableta o cápsula | Tableta | Contiene: Hidroclorotiazida 25 mg + Irbesartan 300 mg,Comercial,"$   5,452.00",Medio,2
19976565,Hidroclorotiazida + Irbesartan,Hidroclorotiazida 25 mg + Irbesartan 300 mg,mg,Tableta o cápsula,Coaprovel,Sanofi Aventis,Coaprovel (Sanofi Aventis) Tableta o cápsula | Tableta | Contiene: Hidroclorotiazida 25 mg + Irbesartan 300 mg,Comercial,"$   9,812.00",Alto,3
19965678,Hidroclorotiazida + Valsartan,Hidroclorotiazida 25 mg + Valsartan 160 mg,mg,Tableta o cápsula,Valsartan,Genfar,Valsartan (Genfar) Tableta o cápsula | Tableta | Contiene: Hidroclorotiazida 25 mg + Valsartan 160 mg,Comercial,$   881.00,Bajo,1
20097852,Hidroclorotiazida + Valsartan,Hidroclorotiazida 25 mg + Valsartan 160 mg,mg,Tableta o cápsula,Valsarvitae,Galenicum Health,Valsarvitae (Galenicum Health) Tableta o cápsula | Tableta | Contiene: Hidroclorotiazida 25 mg + Valsartan 160 mg,Comercial,"$   1,858.00",Medio,2
19931043,Hidroclorotiazida + Valsartan,Hidroclorotiazida 25 mg + Valsartan 160 mg,mg,Tableta o cápsula,Diovan,Novartis,Diovan (Novartis) Tableta o cápsula | Tableta | Contiene: Hidroclorotiazida 25 mg + Valsartan 160 mg,Comercial,"$   2,426.00",Alto,3
19926707,Hidrocortisona,Hidrocortisona 100 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Sumicort,Blau,Sumicort (Blau) Polvo para reconstituir a Solución o suspensión inyectable | Vial de 5 ml | Cada 2 ml contiene: Hidrocortisona 100 mg,Comercial,$   245.00,Bajo,1
34019,Hidrocortisona,Hidrocortisona 100 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Solu-Cortef,Pfizer,Solu-Cortef  (Pfizer) Polvo para reconstituir a Solución o suspensión inyectable | Vial de 2 ml | Cada 2 ml contiene: Hidrocortisona 100 mg,Comercial,"$   21,840.00",Medio,2
19940721,Hidrocortisona,Hidrocortisona 100 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Hidrocortisona,Vitalis,Hidrocortisona (Vitalis) Polvo para reconstituir a Solución o suspensión inyectable | Vial de 2 ml | Cada 2 ml contiene: Hidrocortisona 100 mg,Comercial,"$   125,000.00",Alto,3
20076016,Hierro,Hierro 100 mg,mg,Solución o suspensión inyectable,Hierro Sacarato,Liblucell,Hierro Sacarato (Liblucell) Solución o suspensión inyectable | Ampolla de 5 ml | Cada 5 ml contiene: Hierro 100 mg,Comercial,"$   1,374.00",Bajo,1
20037853,Hierro,Hierro 100 mg,mg,Solución o suspensión inyectable,Glirron,Pisa,Glirron  (Pisa) Solución o suspensión inyectable | Ampolla de 5 ml | Cada 1 ml contiene: Hierro 100 mg,Comercial,"$   7,000.00",Medio,2
19983661,Hierro,Hierro 100 mg,mg,Solución o suspensión inyectable,Hierro,Comercial Medica,Hierro (Comercial Medica) Solución o suspensión inyectable | Ampolla de 5 ml | Cada 5 ml contiene: Hierro 100 mg,Comercial,"$   8,490.00",Alto,3
19980481,Ibandronico Acido,Ibandronico Acido 1 mg,mg,Solución o suspensión inyectable,Oseban,Lafrancol,Oseban (Lafrancol) Solución o suspensión inyectable | Ampolla de 3 ml | Cada 1 ml contiene: Ibandronico Acido 1 mg,Comercial,"$   220,068.00",Bajo,1
20051749,Ibandronico Acido,Ibandronico Acido 1 mg,mg,Solución o suspensión inyectable,Droniban,Procaps,Droniban (Procaps) Solución o suspensión inyectable | Ampolla de 6 ml | Cada 1 ml contiene: Ibandronico Acido 1 mg,Comercial,"$   424,272.00",Medio,2
